regime,n_days,ann_return,ann_vol,sharpe,strategy
bear,10,0.08923030265036214,0.24377307239860446,0.3660383887866729,best_active
bull,277,0.24647926070168577,0.1633178020809347,1.50920020696543,best_active
sideways,192,0.5396663283646715,0.1665053096752523,3.2411358497649294,best_active
bear,10,0.27937002485191065,0.26615330429178435,1.0496582997355417,buy_and_hold
bull,277,0.13308902544790016,0.19998022117088365,0.6655109423755223,buy_and_hold
sideways,192,0.8852902259225961,0.18859313857468085,4.694180459656705,buy_and_hold
