ticker,fold,config,rmse_ret,rmse_vs_zero,dir_acc,mean_abs_pred,fit_secs
META,3,xgb_tuned,0.022741674823992922,1.0019126715644056,0.54,0.001484224984424145,0.14
META,3,xgb_tuned_volscale,0.02252657886561702,0.9924363525172375,0.59,0.0017559595684498702,0.14
META,3,xgb_tuned_decay,0.022794557439050074,1.0042424807161627,0.56,0.0034332574403379114,0.12
META,4,xgb_default,0.017994193869131092,1.1671972447815158,0.5858585858585859,0.006732522797246929,0.14
META,4,xgb_tuned,0.015552737589805644,1.0088316595706235,0.494949494949495,0.0013973845022269415,0.14
META,4,xgb_tuned_volscale,0.015529063776257353,1.0072960525771677,0.5151515151515151,0.0012806872966563787,0.14
META,4,xgb_tuned_decay,0.015514917996858562,1.006378483562427,0.5050505050505051,0.002338818520388486,0.13
NVDA,0,xgb_default,0.03878062722379582,0.9854723069569932,0.48,0.008547412628176971,0.13
NVDA,0,xgb_tuned,0.038993952375822524,0.9908932102468376,0.45,0.0016142006226073135,0.13
NVDA,0,xgb_tuned_volscale,0.03891691611475837,0.9889356064806033,0.51,0.001847939155132914,0.14
NVDA,0,xgb_tuned_decay,0.03923078299096732,0.996911421641871,0.5,0.0014782171064871364,0.11
NVDA,1,xgb_default,0.02985426440072816,1.1859489516237942,0.49,0.012878236401411414,0.13
NVDA,1,xgb_tuned,0.025554113837151515,1.0151271559752701,0.52,0.00340484566098894,0.13
NVDA,1,xgb_tuned_volscale,0.025635826972707845,1.0183731782569165,0.53,0.003990073875874085,0.13
NVDA,1,xgb_tuned_decay,0.025741216641731412,1.0225597415502807,0.5,0.005245630679419264,0.12
NVDA,2,xgb_default,0.02911804062812039,0.9979194353376398,0.5959595959595959,0.009213193915493322,0.14
NVDA,2,xgb_tuned,0.02839767944447393,0.9732315645154047,0.6464646464646465,0.0031121549178351414,0.14
NVDA,2,xgb_tuned_volscale,0.028429937701189928,0.9743371039209621,0.6262626262626263,0.0033049356551498018,0.14
NVDA,2,xgb_tuned_decay,0.028489577193660593,0.9763810398234579,0.6262626262626263,0.0025795659947470996,0.12
NVDA,3,xgb_default,0.03720074644474478,1.0126670011410541,0.59,0.010590769931732212,0.14
NVDA,3,xgb_tuned,0.036590353563461436,0.9960510784061389,0.56,0.003100820601248415,0.15
NVDA,3,xgb_tuned_volscale,0.03659376683381601,0.9961439933765195,0.54,0.0035805490739281515,0.16
NVDA,3,xgb_tuned_decay,0.03677000375796177,1.000941459409361,0.53,0.005236074216663837,0.13
NVDA,4,xgb_default,0.03071725089077098,1.0935849981055745,0.53,0.008450507056113565,0.14
NVDA,4,xgb_tuned,0.02832307094257964,1.0083482272950108,0.53,0.0030134408341837117,0.15
NVDA,4,xgb_tuned_volscale,0.028258744133932926,1.0060580863848687,0.53,0.0036050246410238764,0.15
NVDA,4,xgb_tuned_decay,0.028327880121320027,1.0085194420219536,0.54,0.0036722070013638585,0.13
JPM,0,xgb_default,0.018937610475230845,1.1280553182336819,0.47,0.004585107913535467,0.13
JPM,0,xgb_tuned,0.016895049076789015,1.0063862063177527,0.47,0.0005356157711685227,0.13
JPM,0,xgb_tuned_volscale,0.016975346682287853,1.0111692881665884,0.51,0.000740003251591837,0.2
JPM,0,xgb_tuned_decay,0.016813599238823963,1.0015344895182166,0.44,0.00048155261879401223,0.16
JPM,1,xgb_default,0.01279939656959771,1.2908104415005992,0.48,0.006116618082087371,0.14
JPM,1,xgb_tuned,0.009937181333666181,1.0021579810292818,0.49,0.00036346312648674936,0.13
JPM,1,xgb_tuned_volscale,0.009971214876672777,1.00559024070147,0.46,0.0004993647492091023,0.14
JPM,1,xgb_tuned_decay,0.0099366650094725,1.0021059100854073,0.47,0.0005374431644304422,0.12
JPM,2,xgb_default,0.012109940202902673,1.3270895338417266,0.41,0.005356758185816943,0.14
JPM,2,xgb_tuned,0.009167420369033698,1.0046282161786375,0.36,0.00022580782930617716,0.14
JPM,2,xgb_tuned_volscale,0.009233749217740762,1.0118969821210009,0.36,0.00041787110074545625,0.14
JPM,2,xgb_tuned_decay,0.009096451610068956,0.9968509773422912,0.6,0.0002974511483034803,0.12
JPM,3,xgb_default,0.015985010690337927,1.0801651071835867,0.47,0.0036325139216933167,0.14
JPM,3,xgb_tuned,0.014798222445673666,0.9999695241880217,0.49,0.0005033619698588155,0.14
JPM,3,xgb_tuned_volscale,0.014761569343812954,0.9974927412526234,0.49,0.0004958488511755479,0.14
JPM,3,xgb_tuned_decay,0.014789416354393911,0.9993744646841318,0.55,0.0012856738205300644,0.12
JPM,4,xgb_default,0.017782639509135986,1.0256205631032,0.58,0.0041271617837264785,0.14
JPM,4,xgb_tuned,0.017326844767287925,0.9993324263193712,0.55,0.0006144990425309515,0.14
JPM,4,xgb_tuned_volscale,0.017291233049087574,0.9972785067955034,0.56,0.0007535228619645092,0.14
JPM,4,xgb_tuned_decay,0.017211246895493724,0.992665274668336,0.58,0.0011126198797137476,0.13
XOM,0,xgb_default,0.020601521348426372,1.1595120981626765,0.44,0.006721596227944247,0.13
XOM,0,xgb_tuned,0.01780757107812581,1.0022606464233692,0.49,0.00208994480984984,0.13
XOM,0,xgb_tuned_volscale,0.01781144284947882,1.0024785607049995,0.48,0.001851081771570321,0.13
XOM,0,xgb_tuned_decay,0.017720401745050875,0.9973545089309126,0.48,0.0018811303078837228,0.11
XOM,1,xgb_default,0.016511784573869693,1.0950949930654306,0.58,0.00681865101249059,0.14
XOM,1,xgb_tuned,0.014920755312215293,0.9895747102356993,0.61,0.001526467727671843,0.13
XOM,1,xgb_tuned_volscale,0.014966503305622419,0.9926088098085714,0.56,0.0013081950535474471,0.14
XOM,1,xgb_tuned_decay,0.015029113147471507,0.9967612213192,0.57,0.0012437750772733124,0.12
