ticker,fold,config,feat_set,n_features,horizon,n_train,n_test,eff_test,rmse_ret,rmse_rw,rmse_ratio,dir_acc,dir_baseline,dir_edge
XOM,3,ext_h5,ext,29,5,540,100,20.0,0.03197489206128772,0.026458922536156636,1.208472945850059,0.59,0.54,0.04999999999999993
XOM,4,ext_h5,ext,29,5,640,96,19.2,0.03476103369988339,0.02950991452520789,1.1779442353243654,0.4895833333333333,0.40625,0.08333333333333331
XOM,0,ext_h20,ext,29,20,225,100,5.0,0.15855014469349876,0.06791468949391509,2.334548620850343,0.43,0.42,0.010000000000000009
XOM,1,ext_h20,ext,29,20,325,100,5.0,0.06700446391607479,0.05569079570015585,1.2031514916186998,0.55,0.56,-0.010000000000000009
XOM,2,ext_h20,ext,29,20,425,100,5.0,0.08596817504605334,0.05972686788844693,1.4393551526361272,0.57,0.58,-0.010000000000000009
XOM,3,ext_h20,ext,29,20,525,100,5.0,0.060079048314062064,0.036551738085470326,1.643671449318687,0.59,0.55,0.039999999999999925
XOM,4,ext_h20,ext,29,20,625,81,4.0,0.0565495050480718,0.06146850090871097,0.9199753404114321,0.6962025316455697,0.45569620253164556,0.2405063291139241
KO,0,base_h1,base,18,1,444,100,100.0,0.009373960193735181,0.007925978066576725,1.1826881319877092,0.4897959183673469,0.47959183673469385,0.010204081632653073
KO,1,base_h1,base,18,1,544,100,100.0,0.009510634351681115,0.009156019885403105,1.038730198352163,0.5656565656565656,0.494949494949495,0.07070707070707066
KO,2,base_h1,base,18,1,644,100,100.0,0.008248783203934268,0.00782443945125657,1.0542331185922271,0.494949494949495,0.5656565656565656,-0.07070707070707066
KO,3,base_h1,base,18,1,744,100,100.0,0.008292979315385255,0.00792142883556287,1.0469044774036633,0.6020408163265306,0.6020408163265306,0.0
