rung,adds,rmse_ret,rmse_vs_zero,dir_acc,sharpe_net,bh_sharpe_net,n_days,always_up_dir_acc
1_persistence,"random walk r̂=0 (RMSE floor, takes no position)",0.01803489103418601,1.0,0.0,0.0,1.83017912781644,5000,0.5491967871485943
2_returns_lstm,"+returns target (LSTM on returns, Day 2)",0.018027802478478017,0.9996069532277985,0.5172690763052209,1.0272145228651177,1.83017912781644,5000,0.5491967871485943
3_features_xgb,"+18 no-look-ahead features (XGB default, Day 3)",0.019476737990498087,1.079947638917194,0.5164658634538153,1.2201358552535804,1.8301791278163997,5000,0.5491967871485943
4_champion_arima,"+champion forecaster (ARIMA by AIC, Day 3)",0.018024496577819224,0.9994236473984189,0.5345381526104418,1.3428042379246459,1.83017912781644,5000,0.5491967871485943
5_tuned_xgb,+Optuna tuning + time-decay weights (Day 6),0.018079527451611562,1.0024750034442096,0.5313253012048192,1.1863199901593697,1.83017912781644,5000,0.5491967871485943
